x,y,A,B
131.764868962661,144.803918166683,0.00319884907436538,0.00237088806548438
172.022937286775,70.7433509654689,0.00450750640804004,0.00191657371529426
95.9448228333442,49.9488703656325,0.00416329941777423,0.00466170490196043
192.382769329918,196.050453339188,0.00221539226157613,0.00349806431025731
158.516393180658,198.675437332967,0.00194702369352705,0.00148581673542563
30.0516237981165,192.223652199131,0.00329207438649433,0.00397136132816391
148.353001782228,129.353452156017,0.00404206699785205,0.00067228362396332
162.820297544925,182.261590802756,0.00238161762684309,0.0028908588385929
21.4696612651881,175.058982513473,0.00315916434772619,0.00299438508735198
52.5331475650622,60.8017389772928,0.00375159906916621,0.0049540603583926
184.354434675777,172.694240090361,0.00417130482805903,1.00045874080991
63.1225294825843,38.1297586537856,0.00308633483615981,0.00315668091364577
6.39221025399217,146.372510394696,0.00360257891984545,1.42920064861335E-05
198.140057581068,39.0503927005764,0.00105570764876157,0.00357586389637888
10.5889908350269,162.738570577535,0.0024762321273194,0.00125767753253106
219.418058168848,145.320710180117,0.00125797847709508,0.00303495316651792
120.952365308342,193.370954010827,0.00243534845129269,0.00261269838059628
185.227362970446,191.275676646054,0.000999452578848093,0.00297392311014691
199.927161158702,137.274512021997,0.00101373041309185,0.00233032200602727
125.576988435116,187.405864566563,0.00149952363714709,1.00287824041427
219.858779051043,31.0882913269671,1.00487519537202,0.000715530440742169
66.0596761709256,120.426611203199,0.00477187818587168,0.00190305709077671
9.4229728672293,33.6146669538579,0.00386545015246295,0.00304881253680801
38.1961182845932,25.539356235971,0.00482920173151622,0.00365257910285582
163.362784478307,60.0918669219873,0.00341016861238602,0.00262667268120991
116.895983563759,68.2820309821509,0.00424080494696527,0.00324645000917879
165.789933662963,80.5217704904132,0.000320634871463676,0.00253399200548068
74.567190504399,127.459346008811,0.00366106756693984,0.000215796693747825
31.5467129767141,25.1714559402242,0.00151960313037457,0.0018717063432712
123.074863987785,121.174453386017,0.00240137984719512,0.00333283843293092
176.876223101106,188.605305591746,0.000899564718719822,1.00099366727974
90.5035691918425,32.6265891296365,0.00250674249779064,0.0017176158823238
13.1844215487342,107.355801057893,0.00479489000896792,0.00415993917115671
169.274964393224,88.5138402662891,0.00314477678142968,0.00092223950771621
157.62993522455,117.301774071878,0.00170839722016033,1.00461819035493
25.7479518672186,55.7593095283425,0.00497238247871402,8.77439713372158E-05
114.40737522374,175.861137296229,0.00463375951723708,0.00472902378327393
102.700243809871,180.447207839495,0.00246231030130183,0.00235345187709265
45.6165182240826,155.732092852403,0.00383532235611927,0.000931056318010557
130.616940834299,41.9933339282577,0.00155050419579769,1.00187473515189
27.996074293377,86.2371436043939,0.00307166318459048,0.0029143393975467
71.301733456067,46.786212350019,0.000602699020262066,0.00326651727759234
91.8183609647924,198.325950569145,0.00187976484271756,0.00284825026888492
31.4445039877244,105.53388885374,0.00187090243156965,0.00146761474074016
165.01348983123,72.2370463701066,0.00474404478126924,0.001545710395145
8.69991939600015,81.313012027955,0.00305894981269926,0.000706214444162692
141.169934697398,184.520860134805,0.00264049742731844,1.00090455427289
175.999707474501,174.34343052672,0.00262576297802739,0.000202770481578594
57.9194472318114,121.015934673308,1.00302441696836,0.000192456403514164
188.081236095714,8.33751694561503,0.00291863493740824,0.00460777597334745
174.392729593204,82.333559582478,0.00381715115430176,0.00496338258872295
107.289306948755,90.3078607739243,0.0025107776387396,0.00251401638520144
209.918478746227,40.3296337200943,0.00176601177116244,0.00182347437912063
8.95922741121776,162.559955209486,0.00110447010598651,0.00224180370188952
81.1259347123707,8.16113350715971,0.00358919214131862,0.00282401140821736
121.681074712902,69.3553758615799,0.00421439490592903,0.00340128440601072
61.5846835448663,6.83678206901767,0.00031585590255336,0.00312790307933022
161.242195412875,152.761430604072,0.00494052374980987,1.00131918980069
83.8242517817392,183.103052988219,1.00083745462888,0.00481439149991548
128.26311968574,65.5213894579457,0.00279119056019751,0.00262406265862301
170.410537407744,129.240247810915,0.00345023650991652,0.00217116187317761
178.566281134812,78.5488204310513,0.000122249594154721,0.000588630363657074
212.570371704335,180.637946794157,0.00427441126643468,0.00261570045094682
9.7605611128044,113.853167484144,0.00182594354743391,0.00283956529046228
94.0964943938795,32.0668105925982,0.00126874245679691,0.00376517542422219
48.0709407578715,99.9005145137089,0.00240524050386602,0.000275304200756084
142.986102767451,151.529720461923,0.000422154337148943,0.000803924432434104
109.108670029305,44.2504726698792,1.00062026331749,1.00434782346953
46.9156513758565,8.96532678402163,0.00486677768437327,0.000566436779425328
112.217731512183,24.5029234771108,0.00268092141020701,0.00110393299829786
24.7265052256795,92.3239184603542,0.00390844642168405,0.00256146017221918
26.4310825318631,13.3122485849757,0.00184918938218514,0.00479926581781985
34.2168030788746,173.830047859411,1.00442817984753,0.00436527481085838
145.583368411656,210.695396342437,0.00496886432962146,0.00459018570465425
122.470341905116,203.813020426319,0.00127842832508915,0.00378777264090668
147.717346862597,106.717033665819,0.00421001822343777,0.00440367312608913
127.252904061834,184.642386355884,0.00444576791238977,0.00119719886396544
36.388150384223,55.2645664027293,0.0042652166623016,0.00339247899975701
216.798754566555,139.154076871044,0.0025070401028828,0.00481082169667161
173.791421014853,23.9270446411818,0.00303674206601329,0.00475223566841031
200.049705988608,109.447467500649,2.91230647881169E-06,0.00334314813625354
213.798455481314,150.013565370524,0.00332706310644279,0.00139822141204494
30.8409338315722,90.8837017027516,0.000208108558254145,0.00345380613332646
29.1481482003854,137.550099252157,0.00413342326378733,0.00394502277186606
15.1794549451418,54.3250436352215,0.0029822566642227,0.00295891999222928
165.66364497765,25.1745144433573,0.00130148016144793,0.00348729620918902
172.289088954538,130.146053313298,0.00148950563698335,0.00329594378097349
10.7043432737812,10.2484289279161,0.000340353368063595,0.000216464299413292
192.955993995088,74.8000393983516,0.000460492577515811,8.84591561317444E-05
79.0176830048702,110.689463454529,0.00226460025323694,0.00351593113022017
170.246628764892,207.133951409734,0.00123389568179754,0.00103477350109879
22.3522833459658,151.456380949045,0.000656179385103223,0.00344629962652548
22.309305042424,187.8656469355,1.00463253005941,0.00275449062014365
2.44936380405623,169.624036417196,0.000108764062957404,0.0012689496474609
71.7548244518087,160.405253584479,0.00282368419354325,0.000172153875703507
21.8047075156132,154.35564035727,0.00480985515478597,0.00239778608022662
103.139874883798,104.870607673384,0.00196422233713701,0.00270190630990825
164.800431419253,199.129376486974,0.00283408916179792,0.00363135068972567
156.507885128174,159.539368243019,0.000197145803544348,0.00181235962181294
12.1585324706665,4.55276472612806,0.000692250099106479,0.00385614250076263
145.797071732999,39.3214057279375,0.00261823108008569,0.00447893178796611
35.9624611124431,53.2583259551324,0.00287259889341501,0.00171120603727821
67.0000240628991,8.28913713162052,0.00300852832741774,0.00139120403888526
167.929540291513,84.1839451111791,0.00470614154118478,0.00316289667252553
59.6174033138275,207.83091523655,0.00136512504496739,0.0012059722748313
43.1131136961864,114.17424596025,0.00123624296528268,0.00325134762248735
147.876857385746,194.474560112728,0.00311592137335623,0.00297128972231684
88.2089659657947,132.997779563554,0.00185280458923725,0.00206395367793406
128.583544491184,36.8435170281821,0.00252818862324838,0.00129901107531947
80.5214825310562,168.610428701629,1.00185246164526,0.00382862538454567
28.1912637560071,188.807320389526,0.0022984222849382,0.000801205476316297
95.0544062287666,20.4289919233135,0.00303546195668556,0.00451874035306092
99.9710103317278,80.8223393557958,1.00124046716264,1.00224757419914
147.460594147974,35.4761021016889,0.00255011717322041,1.00003285774399
194.04252746641,104.03722263022,0.00326416395305827,9.59116089339668E-05
178.623845155685,47.00922248414,0.00451202311322187,0.00162193828855357
150.327552667286,96.4512565148146,1.00404061781753,1.00406080996433
30.2580115650386,3.28977111475568,0.00242481288968422,0.00497139405287804
41.5285535912762,79.1540248798189,0.00243948367194051,0.00236028346669595
149.593555432917,197.539866374661,0.00073595437881961,0.0038683546084195
21.277807766449,56.4669965710865,0.00160137701185664,0.00168061151395519
116.543833961367,180.168889007476,0.000322968842107953,3.04651777123455E-05
105.813460317406,3.96953854989617,0.00133530094948218,1.00468920787453
113.782501707741,111.293637377284,0.00481190704792863,0.00303270844055029
65.8065930450666,32.6235234670397,0.00226925401552143,0.00422802356613435
168.350975405035,75.8822377391178,0.0034421492036455,0.00216067398015459
